isim,cinsiyet,yas,boy,kilo,takim,uok,yil,sezon,sehir,spor,etkinlik,madalya
Olapade Charles Adeniken,M,22.0,186.0,78.0,Nigeria,NGR,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
Adenzia Aparecida Ferreira da Silva,F,25.0,187.0,65.0,Brazil,BRA,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,Gold
Franck Adisson,M,23.0,180.0,70.0,France-1,FRA,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Bronze
Franck Adisson,M,26.0,180.0,70.0,France-1,FRA,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold
"Richard ""Richy""  Adjei",M,27.0,190.0,110.0,Germany-2,GER,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,Silver
Sammi Adjei,M,18.0,177.4803386127799,73.08664412510566,Ghana,GHA,1992,Summer,Barcelona,Football,Football Men's Football,Bronze
"Charles ""Chuck"" Adkins",M,20.0,172.8849557522124,63.68490153172866,United States,USA,1952,Summer,Helsinki,Boxing,Boxing Men's Light-Welterweight,Gold
Derrick Ralph Adkins,M,26.0,188.0,80.0,United States,USA,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres Hurdles,Gold
"Robert Edward ""Bob"" Adlard",M,32.0,176.85257731958762,73.34376086200903,Great Britain,GBR,1948,Summer,London,Hockey,Hockey Men's Hockey,Silver
Daniel Adler,M,26.0,180.0,72.0,Brazil,BRA,1984,Summer,Los Angeles,Sailing,Sailing Mixed Three Person Keelboat,Silver
Egon Adler,M,23.0,172.0,62.0,Germany,GER,1960,Summer,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
"Margarete ""Grete"" Adler",F,16.0,172.8904109589041,62.60313174946004,Austria,AUT,1912,Summer,Stockholm,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
Gregor Nils Henric Adlercreutz,M,37.0,167.0,62.0,Sweden,SWE,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Dressage, Team",Bronze
Nils August Domingo Adlercreutz,M,45.0,175.35537190082644,69.03017241379311,Sweden,SWE,1912,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
Anna Mrtha Vilhelmina Adlerstrhle (von Oelreich-),F,39.0,175.33896987366376,70.70239290053351,Sweden,SWE,1908,Summer,London,Tennis,"Tennis Women's Singles, Covered Courts",Bronze
Erik William Adlerz,M,19.0,170.89934354485777,65.62929061784897,Sweden,SWE,1912,Summer,Stockholm,Diving,Diving Men's Platform,Gold
Erik William Adlerz,M,19.0,168.77777777777777,76.0,Sweden,SWE,1912,Summer,Stockholm,Diving,Diving Men's Plain High,Gold
Erik William Adlerz,M,27.0,170.89934354485777,65.62929061784897,Sweden,SWE,1920,Summer,Antwerpen,Diving,Diving Men's Platform,Silver
"Rebecca ""Becky"" Adlington",F,19.0,179.0,70.0,Great Britain,GBR,2008,Summer,Beijing,Swimming,Swimming Women's 400 metres Freestyle,Gold
"Rebecca ""Becky"" Adlington",F,19.0,179.0,70.0,Great Britain,GBR,2008,Summer,Beijing,Swimming,Swimming Women's 800 metres Freestyle,Gold
"Rebecca ""Becky"" Adlington",F,23.0,179.0,70.0,Great Britain,GBR,2012,Summer,London,Swimming,Swimming Women's 400 metres Freestyle,Bronze
"Rebecca ""Becky"" Adlington",F,23.0,179.0,70.0,Great Britain,GBR,2012,Summer,London,Swimming,Swimming Women's 800 metres Freestyle,Bronze
Dainius Adomaitis,M,26.0,202.0,100.0,Lithuania,LTU,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,Bronze
Nathan Ghar-Jun Adrian,M,19.0,198.0,100.0,United States,USA,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
Nathan Ghar-Jun Adrian,M,23.0,198.0,100.0,United States,USA,2012,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,Gold
Nathan Ghar-Jun Adrian,M,23.0,198.0,100.0,United States,USA,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
Nathan Ghar-Jun Adrian,M,23.0,198.0,100.0,United States,USA,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Nathan Ghar-Jun Adrian,M,27.0,198.0,100.0,United States,USA,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,Bronze
Nathan Ghar-Jun Adrian,M,27.0,198.0,100.0,United States,USA,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,Bronze
Nathan Ghar-Jun Adrian,M,27.0,198.0,100.0,United States,USA,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
Nathan Ghar-Jun Adrian,M,27.0,198.0,100.0,United States,USA,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Adriana Aparecida dos Santos,F,25.0,180.0,61.0,Brazil,BRA,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,Silver
Adriana Aparecida dos Santos,F,29.0,180.0,61.0,Brazil,BRA,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Bronze
"Adriana ""Adrianinha"" Moiss Pinto",F,21.0,170.0,65.0,Brazil,BRA,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Bronze
Attila Adrovicz,M,30.0,189.0,87.0,Hungary,HUN,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
Klaus Aeffke,M,24.0,189.0,82.0,Germany,GER,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,Silver
Kseniya Dmitriyevna Afanasyeva,F,20.0,158.0,48.0,Russia,RUS,2012,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Silver
Maksim Sergeyevich Afinogenov,M,22.0,183.0,88.0,Russia,RUS,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
"Olabisi ""Bisi"" Afolabi",F,20.0,180.0,62.0,Nigeria,NGR,1996,Summer,Atlanta,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
Felicia Afrsiloaie (-Jitianu),F,22.0,178.0,70.0,Romania,ROU,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Quadruple Sculls,Bronze
Cecil Sebastian Afrika,M,28.0,175.0,75.0,South Africa,RSA,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
Muhammad Afzal Manna,M,25.0,173.0,76.0,Pakistan,PAK,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Silver
"Timothy Ernest Victor Kwizera ""Tim"" Agaba",M,27.0,193.0,104.0,South Africa,RSA,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
Lavinia Agache (-Carney),F,16.0,148.0,40.0,Romania,ROU,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Team All-Around,Gold
Lavinia Agache (-Carney),F,16.0,148.0,40.0,Romania,ROU,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Horse Vault,Bronze
Luca Agamennoni,M,24.0,187.0,93.0,Italy,ITA,2004,Summer,Athina,Rowing,Rowing Men's Coxless Fours,Bronze
Luca Agamennoni,M,27.0,187.0,93.0,Italy,ITA,2008,Summer,Beijing,Rowing,Rowing Men's Quadruple Sculls,Silver
Andre Kirk Agassi,M,26.0,180.0,80.0,United States,USA,1996,Summer,Atlanta,Tennis,Tennis Men's Singles,Gold
Clarisse Agbegnenou,F,23.0,164.0,66.0,France,FRA,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,Silver
Henrik Agersborg,M,47.0,175.04545454545453,72.27777777777777,Stella-2,NOR,1920,Summer,Antwerpen,Sailing,Sailing Mixed 6 metres,Bronze
Viktor Ivanovich Ageyev,M,20.0,184.0,80.0,Soviet Union,URS,1956,Summer,Melbourne,Water Polo,Water Polo Men's Water Polo,Bronze
Viktor Ivanovich Ageyev,M,24.0,184.0,80.0,Soviet Union,URS,1960,Summer,Roma,Water Polo,Water Polo Men's Water Polo,Silver
Viktor Ivanovich Ageyev,M,28.0,184.0,80.0,Soviet Union,URS,1964,Summer,Tokyo,Water Polo,Water Polo Men's Water Polo,Bronze
Marilyn Agliotti,F,29.0,172.0,58.0,Netherlands,NED,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Gold
Marilyn Agliotti,F,33.0,172.0,58.0,Netherlands,NED,2012,Summer,London,Hockey,Hockey Women's Hockey,Gold
Yannick Agnel,M,20.0,202.0,90.0,France,FRA,2012,Summer,London,Swimming,Swimming Men's 200 metres Freestyle,Gold
Yannick Agnel,M,20.0,202.0,90.0,France,FRA,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
Yannick Agnel,M,20.0,202.0,90.0,France,FRA,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
Meghan Christina Agosta (-Marciano),F,18.0,168.0,67.0,Canada,CAN,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
Meghan Christina Agosta (-Marciano),F,23.0,168.0,67.0,Canada,CAN,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
Meghan Christina Agosta (-Marciano),F,26.0,168.0,67.0,Canada,CAN,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
"Benjamin Alexandro ""Ben"" Agosto",M,24.0,178.0,75.0,United States-1,USA,2006,Winter,Torino,Figure Skating,Figure Skating Mixed Ice Dancing,Silver
Judit goston-Mendelnyi,F,27.0,164.0,62.0,Hungary,HUN,1964,Summer,Tokyo,Fencing,"Fencing Women's Foil, Team",Gold
Carlo Agostoni Faini,M,19.0,170.0,76.57866948257656,Italy,ITA,1928,Summer,Amsterdam,Fencing,"Fencing Men's epee, Team",Gold
Carlo Agostoni Faini,M,23.0,170.0,77.12925969447708,Italy,ITA,1932,Summer,Los Angeles,Fencing,"Fencing Men's epee, Individual",Bronze
Carlo Agostoni Faini,M,23.0,170.0,76.57866948257656,Italy,ITA,1932,Summer,Los Angeles,Fencing,"Fencing Men's epee, Team",Silver
Carlo Agostoni Faini,M,39.0,170.0,76.57866948257656,Italy,ITA,1948,Summer,London,Fencing,"Fencing Men's epee, Team",Silver
Erik Alfred gren,M,20.0,170.05387931034483,60.210583153347734,Sweden,SWE,1936,Summer,Berlin,Boxing,Boxing Men's Lightweight,Bronze
Ioannis Agrimis,M,25.556898357297374,175.33896987366376,70.70239290053351,"Large boat, Central Naval Prep School ""Poros""-1",GRE,1906,Summer,Athina,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Gold
"Estella ""Stella"" Agsteribbe (-Blits)",F,19.0,155.7158371040724,47.322404371584696,Netherlands,NED,1928,Summer,Amsterdam,Gymnastics,Gymnastics Women's Team All-Around,Gold
Sergio Leonel Agero del Castillo,M,20.0,172.0,74.0,Argentina,ARG,2008,Summer,Beijing,Football,Football Men's Football,Gold
"Taismary ""Tai"" Agero Leiva (-Botteghi)",F,23.0,175.0,70.0,Cuba,CUB,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Gold
Jos Aguilar Pulsn,M,20.0,173.0,64.0,Cuba,CUB,1980,Summer,Moskva,Boxing,Boxing Men's Light-Welterweight,Bronze
Macarena Aguilar Daz,F,27.0,170.0,67.0,Spain,ESP,2012,Summer,London,Handball,Handball Women's Handball,Bronze
Sandra Aguilar Navarro,F,23.0,167.0,50.0,Spain,ESP,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
Jorge Luis Aguilera Ruiz,M,26.0,172.0,64.0,Cuba,CUB,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Sri Wahyuni Agustiani,F,21.0,147.0,47.0,Indonesia,INA,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Flyweight,Silver
Robyn Mokihana Ah Mow-Santos,F,32.0,172.0,67.0,United States,USA,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Silver
Kevin Joseph Ahearn,M,23.0,175.0,73.0,United States,USA,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
"Timothy Joseph ""Tim"" Ahearne",M,22.0,170.0,57.0,Great Britain,GBR,1908,Summer,London,Athletics,Athletics Men's Triple Jump,Gold
Bruno Valfrid Ahlberg,M,21.0,168.0,69.5,Finland,FIN,1932,Summer,Los Angeles,Boxing,Boxing Men's Welterweight,Bronze
Mats Bertil hlberg,M,32.0,179.0,78.0,Sweden,SWE,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Annica Gunilla hln,F,27.0,177.0,75.0,Sweden,SWE,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
Johan Petter hln (Andersson-),M,44.0,180.7092511013216,81.4656862745098,Sweden,SWE,1924,Winter,Chamonix,Curling,Curling Men's Curling,Silver
Thomas Valter hln,M,24.0,182.0,90.0,Sweden,SWE,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Anselm Ahlfors,M,26.0,164.3361344537815,58.19396551724138,Finland,FIN,1924,Summer,Paris,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Silver
Anders Oscar Ahlgren,M,24.0,176.0,92.0,Sweden,SWE,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Middleweight B, Greco-Roman",Silver
George Lewis Ahlgren,M,19.0,187.38357094365242,84.17521652231845,United States,USA,1948,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold
Christian Ahlmann,M,29.0,189.0,80.0,Germany,GER,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
Christian Ahlmann,M,41.0,189.0,80.0,Germany,GER,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
Thure Johan Ahlqvist,M,25.0,170.05387931034483,60.210583153347734,Sweden,SWE,1932,Summer,Los Angeles,Boxing,Boxing Men's Lightweight,Silver
"Sten Olov ""Olle"" hlund",M,31.0,177.4803386127799,73.08664412510566,Sweden,SWE,1952,Summer,Helsinki,Football,Football Men's Football,Bronze
Tontowi Ahmad,M,29.0,179.0,72.0,Indonesia-1,INA,2016,Summer,Rio de Janeiro,Badminton,Badminton Mixed Doubles,Gold
Arne Per hman,M,23.0,176.0,64.0,Sweden,SWE,1948,Summer,London,Athletics,Athletics Men's Triple Jump,Gold
Jrg Ahmann,M,34.0,190.0,88.0,Germany-1,GER,2000,Summer,Sydney,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze
"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",F,22.0,172.0,52.0,United States,USA,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",F,22.0,172.0,52.0,United States,USA,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Butterfly,Silver
"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",F,22.0,172.0,52.0,United States,USA,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Muhammad Akhlaq Ahmed,M,20.0,176.85257731958762,73.34376086200903,Pakistan,PAK,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Bronze
Muhammad Ashfaq Ahmed,M,21.0,162.0,62.0,Pakistan,PAK,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Gold
Bashir Ahmed,M,25.0,171.0,67.0,Pakistan,PAK,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Gold
Ishtiaq Ahmed,M,21.0,170.0,62.0,Pakistan,PAK,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
Manzoor Ahmed,M,24.0,169.0,75.0,Pakistan,PAK,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Bronze
Mushtaq Ahmed,M,28.0,170.0,70.0,Pakistan,PAK,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
Mushtaq Ahmed,M,27.0,173.0,61.0,Pakistan,PAK,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Gold
Riaz Ahmed,M,27.0,150.0,70.0,Pakistan,PAK,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Gold
Riaz Ahmed,M,30.0,150.0,70.0,Pakistan,PAK,1972,Summer,Munich,Hockey,Hockey Men's Hockey,Silver
Shahbaz Ahmed,M,23.0,175.0,61.0,Pakistan,PAK,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Bronze
Arthur Ahnger,M,26.0,179.84615384615384,81.66666666666667,Lucky Girl-1,FIN,1912,Summer,Stockholm,Sailing,Sailing Mixed 8 metres,Bronze
Janne Petteri Ahonen,M,24.0,184.0,66.0,Finland,FIN,2002,Winter,Salt Lake City,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver
Janne Petteri Ahonen,M,28.0,184.0,66.0,Finland,FIN,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver
Peter Ahrendt,M,30.0,169.0,66.0,Mutafo,GER,1964,Summer,Tokyo,Sailing,Sailing Mixed Three Person Keelboat,Silver
Brigitte Ahrenholz,F,23.0,178.0,85.0,East Germany,GDR,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Eights,Gold
"Christian ""Chris"" Ahrens",M,28.0,195.0,97.0,United States,USA,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Gold
Marlene Ahrens Ostertag (-Ebensperger),F,23.0,176.0,70.0,Chile,CHI,1956,Summer,Melbourne,Athletics,Athletics Women's Javelin Throw,Silver
Thomas Ahrens,M,16.0,163.0,50.0,Germany,GER,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,Silver
Matteo Aicardi,M,26.0,192.0,102.0,Italy,ITA,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Silver
Matteo Aicardi,M,30.0,192.0,102.0,Italy,ITA,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
Mara Magdalena Aicega Amicarelli,F,26.0,165.0,60.0,Argentina,ARG,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Silver
Mara Magdalena Aicega Amicarelli,F,30.0,165.0,60.0,Argentina,ARG,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Bronze
Mara Magdalena Aicega Amicarelli,F,34.0,165.0,60.0,Argentina,ARG,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Bronze
Hans Aichele,M,24.0,182.108993902439,90.15799689440993,Switzerland-1,SUI,1936,Winter,Garmisch-Partenkirchen,Bobsleigh,Bobsleigh Men's Four,Silver
Rosaria Aiello,F,27.0,172.0,74.0,Italy,ITA,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Silver
Franz Aigner,M,32.0,179.68075117370893,107.0,Austria,AUT,1924,Summer,Paris,Weightlifting,Weightlifting Men's Heavyweight,Silver
Hannes Aigner,M,23.0,183.0,75.0,Germany,GER,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Bronze
Nobuyuki Aihara,M,21.0,154.0,53.0,Japan,JPN,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Team All-Around,Silver
Nobuyuki Aihara,M,21.0,154.0,53.0,Japan,JPN,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Floor Exercise,Silver
Nobuyuki Aihara,M,25.0,154.0,53.0,Japan,JPN,1960,Summer,Roma,Gymnastics,Gymnastics Men's Team All-Around,Gold
Nobuyuki Aihara,M,25.0,154.0,53.0,Japan,JPN,1960,Summer,Roma,Gymnastics,Gymnastics Men's Floor Exercise,Gold
Yutaka Aihara,M,21.0,156.0,55.0,Japan,JPN,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Team All-Around,Bronze
Ryoji Aikawa,M,28.0,183.0,85.0,Japan,JPN,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Bronze
Alexander Michael Hirst Aikman,M,23.0,187.38357094365242,84.17521652231845,Australia,AUS,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,Bronze
"Charles Benedict ""Ben"" Ainslie",M,19.0,183.0,90.0,Great Britain,GBR,1996,Summer,Atlanta,Sailing,Sailing Mixed One Person Dinghy,Silver
"Charles Benedict ""Ben"" Ainslie",M,23.0,183.0,90.0,Great Britain,GBR,2000,Summer,Sydney,Sailing,Sailing Mixed One Person Dinghy,Gold
"Charles Benedict ""Ben"" Ainslie",M,27.0,183.0,90.0,Great Britain,GBR,2004,Summer,Athina,Sailing,Sailing Men's One Person Dinghy,Gold
"Charles Benedict ""Ben"" Ainslie",M,31.0,183.0,90.0,Great Britain,GBR,2008,Summer,Beijing,Sailing,Sailing Mixed One Person Dinghy,Gold
"Charles Benedict ""Ben"" Ainslie",M,35.0,183.0,90.0,Great Britain,GBR,2012,Summer,London,Sailing,Sailing Men's One Person Heavyweight Dinghy,Gold
Kurt Harold Ainsworth,M,22.0,187.0,84.0,United States,USA,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold
John Creyghton Ainsworth-Davis,M,25.0,180.4770523594053,72.09712230215827,Great Britain,GBR,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Robin Allingham Aisher,M,34.0,185.0,85.0,Great Britain,GBR,1968,Summer,Mexico City,Sailing,Sailing Mixed 5.5 metres,Bronze
"Gordon ""Gord"" Aitchison",M,27.0,194.87262357414448,91.68352893565358,Canada,CAN,1936,Summer,Berlin,Basketball,Basketball Men's Basketball,Silver
Frances Helen Aitchison (-Leisk),F,30.0,175.33896987366376,70.70239290053351,Great Britain-1,GBR,1912,Summer,Stockholm,Tennis,"Tennis Mixed Doubles, Covered Courts",Silver
Brett Aitken,M,21.0,173.0,65.0,Australia,AUS,1992,Summer,Barcelona,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
Brett Aitken,M,25.0,173.0,65.0,Australia,AUS,1996,Summer,Atlanta,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
Brett Aitken,M,29.0,173.0,65.0,Australia,AUS,2000,Summer,Sydney,Cycling,Cycling Men's Madison,Gold
Vladimir Atoff,M,20.0,176.09677419354838,77.53333333333333,Union des Socits Franais de Sports Athletiques,FRA,1900,Summer,Paris,Rugby,Rugby Men's Rugby,Gold
Artur Surenovych Aivazian,M,35.0,177.0,88.0,Ukraine,UKR,2008,Summer,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold
Eirini Andili,F,17.0,167.0,45.0,Greece,GRE,2000,Summer,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
"Oluwafemi ""Junior"" Ajayi",M,20.0,172.0,79.0,Nigeria,NGR,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
Omar Ajete Iglesias,M,27.0,175.0,93.0,Cuba,CUB,1992,Summer,Barcelona,Baseball,Baseball Men's Baseball,Gold
Omar Ajete Iglesias,M,31.0,175.0,93.0,Cuba,CUB,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Gold
Omar Ajete Iglesias,M,35.0,175.0,93.0,Cuba,CUB,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Silver
"Ebenezer Oluwafemi ""Femi"" Ajilore",M,23.0,185.0,75.0,Nigeria,NGR,2008,Summer,Beijing,Football,Football Men's Football,Silver
Mobolade Abimbola Ajomale,M,20.0,180.0,62.0,Canada,CAN,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Chioma Ajunwa (-Opara),F,24.0,164.0,57.0,Nigeria,NGR,1996,Summer,Atlanta,Athletics,Athletics Women's Long Jump,Gold
Kriss Kezie Uche Chukwu Duru Akabusi,M,25.0,185.0,81.0,Great Britain,GBR,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Kriss Kezie Uche Chukwu Duru Akabusi,M,33.0,185.0,81.0,Great Britain,GBR,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres Hurdles,Bronze
Kriss Kezie Uche Chukwu Duru Akabusi,M,33.0,185.0,81.0,Great Britain,GBR,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
Kosei Akaishi,M,19.0,172.0,74.0,Japan,JPN,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
Kosei Akaishi,M,27.0,172.0,74.0,Japan,JPN,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze
Nasuh Akar,M,23.0,164.17241379310346,58.085152838427945,Turkey,TUR,1948,Summer,London,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold
Yuichi Akasaka,M,24.0,169.0,64.0,Japan,JPN,1992,Winter,Albertville,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze
Hseyin Akba,M,25.556898357297374,167.0,57.0,Turkey,TUR,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Flyweight, Freestyle",Bronze
Hseyin Akba,M,25.556898357297374,167.0,57.0,Turkey,TUR,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Silver
Vehbi Akda,M,23.0,168.0,62.0,Turkey,TUR,1972,Summer,Munich,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
Ernst Gunnar kerlund,M,24.0,176.1904761904762,73.95,Sweden,SWE,1948,Summer,London,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Gold
Ernst Gunnar kerlund,M,28.0,176.1904761904762,73.95,Sweden,SWE,1952,Summer,Helsinki,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Silver
Olle Erik Curys kerlund,M,20.0,175.04545454545453,72.27777777777777,Bissbi,SWE,1932,Summer,Los Angeles,Sailing,Sailing Mixed 6 metres,Gold
Michelle Anne Akers,F,30.0,178.0,68.0,United States,USA,1996,Summer,Atlanta,Football,Football Women's Football,Gold
Taha Akgl,M,25.0,192.0,125.0,Turkey,TUR,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold
Yelena Rabigovna Akhaminova (-Sokolovskaya),F,18.0,181.0,80.0,Soviet Union,URS,1980,Summer,Moskva,Volleyball,Volleyball Women's Volleyball,Gold
Albina Khamitovna Akhatova,F,21.0,160.0,55.0,Russia,RUS,1998,Winter,Nagano,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver
Albina Khamitovna Akhatova,F,25.0,160.0,55.0,Russia,RUS,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Bronze
Albina Khamitovna Akhatova,F,29.0,160.0,55.0,Russia,RUS,2006,Winter,Torino,Biathlon,Biathlon Women's 10 kilometres Pursuit,Bronze
